




Julian Date (days)   sc_2_X (km)   sc_2_Y (km)   sc_2_Z (km)   sc_2_V_X (km/s)   sc_2_V_Y (km/s)   sc_2_V_Z (km/s)
2464297.94394   128150723.70169   -78391326.18186   1100705.77382   15.41895   25.33590   -0.11871
2464298.30931   128634478.23342   -77590812.49410   1096940.77439   15.26046   25.43218   -0.12007
2464298.67467   129113225.13848   -76787278.26483   1093133.07204   15.10137   25.52746   -0.12142
2464299.04004   129586945.55901   -75980754.64370   1089282.81311   14.94168   25.62176   -0.12276
2464299.40541   130055620.82874   -75171272.89801   1085390.14562   14.78141   25.71507   -0.12411
2464299.77077   130519232.47367   -74358864.41161   1081455.21923   14.62055   25.80737   -0.12544
2464300.13614   130977762.21286   -73543560.68371   1077478.18523   14.45912   25.89868   -0.12678
2464300.50150   131431191.95911   -72725393.32772   1073459.19654   14.29711   25.98898   -0.12810
2464300.86687   131879503.81967   -71904394.07010   1069398.40772   14.13454   26.07828   -0.12943
2464301.23223   132322680.09697   -71080594.74918   1065295.97494   13.97142   26.16656   -0.13075
2464301.59760   132760703.28934   -70254027.31399   1061152.05600   13.80774   26.25383   -0.13206
2464301.96296   133193556.09162   -69424723.82308   1056966.81029   13.64351   26.34008   -0.13337
2464302.32833   133621221.39596   -68592716.44334   1052740.39884   13.47875   26.42531   -0.13467
2464302.69369   134043682.29241   -67758037.44881   1048472.98425   13.31345   26.50951   -0.13597
2464303.05906   134460922.06964   -66920719.21953   1044164.73071   13.14763   26.59269   -0.13726
2464303.42442   134872924.21559   -66080794.24025   1039815.80402   12.98129   26.67483   -0.13855
2464303.78979   135279672.41813   -65238295.09934   1035426.37155   12.81443   26.75594   -0.13983
2464304.15516   135681150.56572   -64393254.48751   1030996.60224   12.64706   26.83601   -0.14110
2464304.52052   136077342.74807   -63545705.19664   1026526.66662   12.47920   26.91504   -0.14238
2464304.88589   136468233.25673   -62695680.11855   1022016.73677   12.31083   26.99302   -0.14364
2464305.25125   136853806.58579   -61843212.24381   1017466.98632   12.14198   27.06996   -0.14490
2464305.61662   137234047.43245   -60988334.66048   1012877.59047   11.97265   27.14585   -0.14616
2464305.98198   137608940.69766   -60131080.55293   1008248.72595   11.80284   27.22068   -0.14740
2464306.34735   137978471.48674   -59271483.20056   1003580.57104   11.63257   27.29445   -0.14865
2464306.71271   138342625.10995   -58409575.97664   998873.30554   11.46183   27.36717   -0.14988
2464307.07808   138701387.08315   -57545392.34702   994127.11079   11.29063   27.43882   -0.15112
2464307.44344   139054743.12832   -56678965.86888   989342.16964   11.11899   27.50941   -0.15234
2464307.80881   139402679.17418   -55810330.18955   984518.66646   10.94690   27.57893   -0.15356
2464308.17417   139745181.35678   -54939519.04519   979656.78712   10.77437   27.64737   -0.15478
2464308.53954   140082236.02002   -54066566.25961   974756.71900   10.60142   27.71475   -0.15598
2464308.90490   140413829.71626   -53191505.74295   969818.65095   10.42804   27.78105   -0.15719
2464309.27027   140739949.20685   -52314371.49046   964842.77333   10.25425   27.84626   -0.15838
2464309.63564   141060581.46268   -51435197.58124   959829.27797   10.08005   27.91040   -0.15957
2464310.00100   141375713.66472   -50554018.17696   954778.35819   9.90544   27.97345   -0.16075
2464310.36637   141685333.20455   -49670867.52057   949690.20874   9.73044   28.03542   -0.16193
2464310.73173   141989427.68490   -48785779.93509   944565.02585   9.55504   28.09629   -0.16310
2464311.09710   142287984.92014   -47898789.82228   939403.00721   9.37927   28.15607   -0.16427
2464311.46246   142580992.93682   -47009931.66138   934204.35194   9.20312   28.21476   -0.16543
2464311.82783   142868439.97414   -46119240.00781   928969.26061   9.02659   28.27235   -0.16658
2464312.19319   143150314.48449   -45226749.49192   923697.93519   8.84971   28.32884   -0.16772
2464312.55856   143426605.13389   -44332494.81767   918390.57912   8.67247   28.38423   -0.16886
2464312.92392   143697300.80250   -43436510.76134   913047.39722   8.49488   28.43852   -0.17000
2464313.28929   143962390.58508   -42538832.17024   907668.59572   8.31695   28.49170   -0.17112
2464313.65465   144221863.79148   -41639493.96141   902254.38227   8.13868   28.54377   -0.17224
2464314.02002   144475709.94704   -40738531.12033   896804.96590   7.96008   28.59473   -0.17336
2464314.38539   144723918.79312   -39835978.69959   891320.55703   7.78117   28.64458   -0.17446
2464314.75075   144966480.28748   -38931871.81759   885801.36745   7.60193   28.69332   -0.17556
2464315.11612   145203384.60473   -38026245.65724   880247.61033   7.42239   28.74093   -0.17665
2464315.48148   145434622.13677   -37119135.46462   874659.50019   7.24255   28.78743   -0.17774
2464315.84685   145660183.49322   -36210576.54770   869037.25293   7.06241   28.83281   -0.17882
2464316.21221   145880059.50179   -35300604.27498   863381.08577   6.88199   28.87707   -0.17989
2464316.57758   146094241.20873   -34389254.07418   857691.21728   6.70128   28.92020   -0.18096
2464316.94294   146302719.87918   -33476561.43095   851967.86736   6.52030   28.96220   -0.18201
2464317.30831   146505486.99760   -32562561.88746   846211.25723   6.33906   29.00308   -0.18307
2464317.67367   146702534.26816   -31647291.04114   840421.60944   6.15755   29.04283   -0.18411
2464318.03904   146893853.61504   -30730784.54333   834599.14784   5.97580   29.08144   -0.18515
2464318.40440   147079437.18288   -29813078.09791   828744.09756   5.79379   29.11893   -0.18618
2464318.76977   147259277.33709   -28894207.45999   822856.68504   5.61155   29.15528   -0.18720
2464319.13514   147433366.66421   -27974208.43457   816937.13800   5.42908   29.19049   -0.18821
2464319.50050   147601697.97226   -27053116.87517   810985.68543   5.24638   29.22456   -0.18922
2464319.86587   147764264.29107   -26130968.68249   805002.55760   5.06347   29.25750   -0.19022
2464320.23123   147921058.87259   -25207799.80309   798987.98602   4.88034   29.28930   -0.19122
2464320.59660   148072075.19122   -24283646.22800   792942.20345   4.69702   29.31995   -0.19220
2464320.96196   148217306.94415   -23358543.99136   786865.44390   4.51349   29.34946   -0.19318
2464321.32733   148356748.05159   -22432529.16910   780757.94260   4.32978   29.37782   -0.19415
2464321.69269   148490392.65715   -21505637.87755   774619.93603   4.14588   29.40504   -0.19512
2464322.05806   148618235.12806   -20577906.27210   768451.66184   3.96181   29.43112   -0.19607
2464322.42342   148740270.05546   -19649370.54581   762253.35894   3.77757   29.45604   -0.19702
2464322.78879   148856492.25472   -18720066.92805   756025.26739   3.59317   29.47982   -0.19796
2464323.15415   148966896.76562   -17790031.68316   749767.62846   3.40861   29.50244   -0.19889
2464323.51952   149071478.85268   -16859301.10903   743480.68460   3.22391   29.52391   -0.19982
2464323.88488   149170234.00536   -15927911.53577   737164.67943   3.03907   29.54423   -0.20074
2464324.25025   149263157.93830   -14995899.32432   730819.85773   2.85410   29.56340   -0.20165
2464324.61562   149350246.59158   -14063300.86506   724446.46543   2.66900   29.58141   -0.20255
2464324.98098   149431496.13090   -13130152.57645   718044.74961   2.48379   29.59827   -0.20344
2464325.34635   149506902.94783   -12196490.90365   711614.95848   2.29846   29.61397   -0.20433
2464325.71171   149576463.65999   -11262352.31711   705157.34137   2.11303   29.62852   -0.20521
2464326.07708   149640175.11125   -10327773.31122   698672.14875   1.92751   29.64190   -0.20608
2464326.44244   149698034.37193   -9392790.40291   692159.63216   1.74189   29.65413   -0.20694
2464326.80781   149750038.73898   -8457440.13026   685620.04428   1.55619   29.66520   -0.20780
2464327.17317   149796185.73613   -7521759.05111   679053.63884   1.37042   29.67511   -0.20864
2464327.53854   149836473.11407   -6585783.74167   672460.67067   1.18458   29.68386   -0.20948
2464327.90390   149870898.85061   -5649550.79515   665841.39567   0.99868   29.69145   -0.21031
2464328.26927   149899461.15082   -4713096.82032   659196.07080   0.81272   29.69788   -0.21113
2464328.63463   149922158.44716   -3776458.44016   652524.95406   0.62672   29.70314   -0.21195
2464329.00000   149938989.39963   -2839672.29042   645828.30450   0.44068   29.70725   -0.21275
